c_msgsize_count,c_pktsize6,c_msgsize4,s_msgsize4,s_pktsize2,s_rtt_cnt,s_rtt_std,s_msgsize5,c_msgsize6,c_sit3,class
1,0,0,0,1418,0,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,565,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
7,46,38,42,1418,1,0.0,38,46,77.051,google
6,30,42,48,1430,2,0.0,34,30,3.118,google
25,528,991,38,56,2,0.0,274,528,16.434,google
1,0,0,0,0,3,2.251107,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,0,48,3,22.246167,0,0,0.0,google
5,0,677,901,1418,5,44.744993,805,0,266.122,google
8,30,42,48,1418,2,0.0,34,30,2.713,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,2.124,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
17,635,2053,53,661,7,26.726895,1013,2053,63.028,google
119,1075,37,266,49,22,1.179773,29,33,1.273,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
6,53,69,1,1418,3,19.007535,0,53,7.944,google
6,587,69,1,1418,3,6.238417,0,53,3.574,google
6,53,965,0,389,3,4.167035,0,53,24.213,google
8,38,50,56,1418,2,0.0,42,38,1.433,google
20,270,50,56,1430,2,0.0,42,270,1.993,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
21,46,38,42,1430,5,1.862283,38,46,56.334,google
8,1418,42,48,1418,1,0.0,34,1570,2.662,google
2,0,0,0,48,3,1.057791,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,2.078,google
6,45,1932,48,1418,1,0.0,34,38,4.293,google
6,195,45,57,1418,2,0.0,45,45,2.133,google
20,30,42,30,48,7,26.867242,38,30,2.434,google
8,30,42,48,1418,1,0.0,34,30,1.697,google
0,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1522,1.253,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
9,38,30,34,1430,1,0.0,30,38,62.271,google
14,1215,42,48,1430,1,0.0,34,1215,3.781,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
6,46,323,38,56,2,0.0,316,46,9.153,google
4,0,38,38,56,3,7.197642,0,0,60.488,google
1,0,0,0,0,3,0.379795,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1530,2.196,google
7,1418,1509,101,1418,2,0.0,965,1397,245.394,google
5,0,1397,1413,1418,2,0.0,1413,0,174.409,google
5,0,1397,1413,1418,3,5.461031,1413,0,269.856,google
9,50,45,42,1418,0,0.0,38,50,2.105,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
5,0,1365,1413,1418,2,0.0,1413,0,185.501,google
8,1418,42,48,1418,1,0.0,34,1803,1.372,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,3,2.164251,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
11,50,45,42,1418,2,0.0,38,50,4.609,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
5,0,1365,1413,1418,2,0.0,1413,0,225.3,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
23,50,45,56,1418,1,0.0,42,50,2.002,google
8,30,42,238,600,2,0.0,82,30,2.145,google
1,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
10,624,2042,1413,1418,8,49.635081,1413,2058,17.431,google
3,0,0,59,1418,2,0.0,1029,0,0.0,google
3,0,0,709,1418,3,3.748338,0,0,12.477,google
8,1418,42,34,1418,1,0.0,30,1430,2.485,google
2,0,0,0,48,3,17.000811,0,0,0.0,google
13,301,42,30,48,3,1.016062,307,301,2.52,google
6,875,1397,1413,1418,3,22.290525,1413,53,221.163,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
9,1418,1605,1045,1077,3,2.272625,85,1669,13.396,google
76,1418,1573,1413,1413,20,44.304521,1413,1557,16.619,google
1,0,0,0,0,3,5.463878,0,0,0.0,google
1,0,0,0,0,3,2.460337,0,0,0.0,google
7,983,50,38,56,0,0.0,301,983,8.942,google
10,30,42,34,1418,1,0.0,30,30,2.47,google
8,1418,42,48,1418,1,0.0,34,1521,2.09,google
2,0,0,48,1348,1,0.0,34,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1532,2.149,google
0,0,0,0,0,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
10,425,42,48,1430,2,0.0,34,425,2.361,google
27,531,42,82,588,8,0.754629,30,531,2.151,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
4,0,46,42,1418,2,0.0,38,0,38.299,google
8,1418,42,48,1418,1,0.0,34,1489,2.367,google
2,0,0,56,1430,1,0.0,42,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,56,1430,1,0.0,42,0,0.0,google
2,0,0,56,1430,2,0.0,42,0,0.0,google
2,0,0,56,1430,2,0.0,42,0,0.0,google
4,133,1566,343,343,6,119.523259,0,0,10050.762,google
4,1,1600,343,343,6,116.660925,0,0,9588.757,google
4,1430,1565,343,343,6,113.356637,0,0,10041.988,google
8,42,50,38,160,2,0.0,253,1135,2.861,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
5,1326,1148,4473,1418,3,0.669076,2069,0,717.491,google
3,0,0,14180,1418,3,55.07497,50477,0,2.677,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
10,1406,50,38,160,3,119.667308,354,1406,2.176,google
2,0,0,338,15,1,0.0,15,0,0.0,google
11,1418,1517,20,1418,10,24.068399,198,645,3.101,google
2,0,0,1878,891,2,0.0,0,0,0.0,google
1,0,0,0,0,3,1.394199,0,0,0.0,google
4,0,686,516,1418,4,58.129881,0,0,250.61,google
8,1418,42,48,1418,0,0.0,34,1516,2.16,google
10,30,42,48,1418,1,0.0,34,30,2.139,google
34,180,1084,48,1418,1,0.0,34,180,110.291,google
10,30,42,48,1418,2,0.0,34,30,3.193,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
10,1418,42,48,1418,2,0.0,34,1549,2.261,google
2,0,0,34,1418,1,0.0,0,0,0.0,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
4,909,1740,0,371,3,10.063511,0,0,17.332,google
2,0,0,0,198,4,90.842601,0,0,0.0,google
1,0,0,0,0,3,1.493111,0,0,0.0,google
1,0,0,0,0,3,78.306573,0,0,0.0,google
8,1418,50,56,1418,1,0.0,42,1879,2.054,google
8,30,42,48,1418,1,0.0,34,30,2.668,google
2,0,0,34,1418,1,0.0,0,0,0.0,google
6,46,362,42,1430,1,0.0,38,46,4.234,google
4,0,38,42,1430,2,0.0,38,0,53.33,google
8,1418,42,48,1418,1,0.0,34,1804,1.318,google
1,0,0,0,0,3,1.353509,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1430,1,0.0,0,0,0.0,google
1,0,0,0,1430,1,0.0,0,0,0.0,google
8,1418,42,48,1418,2,0.0,34,1456,2.107,google
8,30,42,34,1418,2,0.0,30,30,1.207,google
1,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,0,160,1,0.0,0,0,0.0,google
103,30,42,30,48,16,49.666868,245,30,3.48,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,3,0.282236,0,0,0.0,google
1,0,0,0,0,3,2.724429,0,0,0.0,google
1,0,0,0,0,3,4.816253,0,0,0.0,google
6,853,853,533,533,5,167.428551,533,853,2699.066,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,2,0.0,34,1609,2.221,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,38,50,56,1418,1,0.0,42,38,1.245,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
33,30,42,48,1418,8,20.750306,34,30,2.59,google
18,33,37,37,1418,2,0.0,326,33,2.185,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1348,1,0.0,34,30,5.858,google
8,38,50,38,56,3,5.514474,541,38,2.083,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
6,38,50,42,1430,1,0.0,38,38,1.998,google
2,0,0,0,56,3,16.713284,0,0,0.0,google
5,0,633,17596,1430,2,0.0,63870,0,145.062,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
136,1418,42,56,1418,7,24.089259,42,38,2.277,google
3,0,0,0,1418,4,41.870514,0,0,0.0,google
3,0,0,805,1418,4,0.822573,0,0,10.542,google
8,38,50,56,1418,1,0.0,42,38,2.242,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
10,1092,42,48,1418,1,0.0,34,1092,1.2,google
4,0,38,42,1430,4,104.850697,38,0,4.184,google
2,0,0,48,1418,1,0.0,34,0,387.27,google
8,30,42,48,1418,1,0.0,34,30,2.426,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
20,1222,42,48,1418,2,0.0,34,1222,2.421,google
17,38,50,56,1430,1,0.0,42,38,2.063,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
234,50,45,56,1418,2,0.0,42,50,1.171,google
10,836,42,48,1418,1,0.0,34,836,2.55,google
2,0,0,48,1418,2,0.0,34,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
8,918,37,49,1418,4,15.689358,37,33,2.204,google
49,46,527,42,1430,3,11.768722,38,46,7.071,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
47,1099,50,38,56,2,0.0,325,1099,1.198,google
8,30,42,48,1418,1,0.0,34,30,1.295,google
9,1418,37,310,49,3,21.760787,1418,1419,2.426,google
8,30,42,48,1418,2,0.0,34,30,3.957,google
2,0,0,0,494,3,0.429003,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.55,google
4,0,1397,1413,1418,3,19.175465,1413,0,179.055,google
8,1418,50,42,1418,1,0.0,38,1684,1.21,google
9,1418,1454,774,821,7,19.703022,371,1455,17218.919,google
2,0,0,0,49,3,60.580913,0,0,0.0,google
11,1418,37,266,49,2,0.0,29,2032,2.509,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
12,1418,37,310,49,4,3.677687,1418,1489,2.729,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,3,0.90156,0,0,0.0,google
4,0,31,1418,1418,2,0.0,1418,0,135.216,google
6,1418,37,266,49,4,0.54081,29,2135,2.534,google
6,1418,37,299,49,2,0.0,1418,1487,2.338,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1673,2.197,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,34,1418,1,0.0,30,1522,2.099,google
8,1418,42,48,1418,1,0.0,34,1608,1.732,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
57,50,45,42,1418,1,0.0,38,50,1.088,google
6,53,2069,0,389,4,15.649686,0,53,45.796,google
6,53,1877,0,821,4,13.890434,0,53,28.72,google
6,1401,37,328,49,4,0.732889,125,1401,2.476,google
2,0,0,5414,1418,4,80.257765,198,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
10,30,42,48,1348,1,0.0,34,30,1.425,google
8,30,42,34,1418,1,0.0,30,30,2.571,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
10,38,50,42,1430,2,0.0,38,38,1.217,google
16,770,50,42,1430,2,0.0,38,770,2.113,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
6,1402,37,328,49,4,0.347817,125,1402,2.542,google
3,0,0,4080,1430,4,10.744137,20,0,0.0,google
8,395,69,1413,1418,4,1.559815,1413,1893,1.675,google
8,30,42,34,1418,2,0.0,30,30,1.964,google
8,30,42,34,1418,1,0.0,30,30,1.308,google
8,1228,42,48,1228,1,0.0,34,1645,2.22,google
8,30,42,48,1418,1,0.0,34,30,2.168,google
6,1402,37,329,49,4,0.833217,124,1402,2.364,google
11,46,429,42,1430,1,0.0,38,46,5.202,google
6,281,42,34,1418,1,0.0,30,281,2.758,google
6,1402,37,328,49,4,1.66089,125,1402,2.354,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
28,736,2154,1413,1413,25,50.38452,1413,2490,17.293,google
62,50,45,56,1418,2,0.0,42,50,1.236,google
10,1418,42,48,1418,1,0.0,34,1797,2.195,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
8,1029,42,48,1418,0,0.0,34,1029,2.171,google
8,30,42,34,1418,3,6.401538,30,30,1.696,google
2,0,0,42,1430,2,0.0,0,0,0.0,google
6,1403,37,328,49,4,1.807402,125,1403,2.482,google
4,0,1338,1413,1418,3,0.500657,1413,0,437.929,google
4,1274,2695,343,343,6,2.700814,0,0,9.518,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
6,1403,37,328,49,4,0.817261,125,1403,2.366,google
69,45,45,57,1418,1,0.0,45,45,6.435,google
29,50,45,56,1418,2,0.0,42,50,1.177,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,1.474,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,3,5.139157,34,1628,1.177,google
8,1307,42,34,1418,1,0.0,30,1307,1.444,google
9,279,212,30,48,6,97.684228,38,279,4986.706,google
8,30,42,48,1418,3,5.337357,34,30,1.505,google
1,0,0,0,0,2,0.0,0,0,0.0,google
13,1358,1158,1430,679,8,3.836877,1430,1358,51.699,google
2,0,0,0,49,2,0.0,0,0,0.0,google
8,1402,37,328,49,5,0.752616,125,1402,3.203,google
8,46,38,38,56,2,0.0,253,46,20.143,google
0,0,0,0,0,2,0.0,0,0,0.0,google
2,0,0,34,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
6,1402,37,328,49,4,0.74833,125,1402,2.5,google
6,1430,889,13050,1430,7,25.385445,5324,818,2.171,google
2,0,0,0,49,2,0.0,0,0,0.0,google
8,1401,37,328,49,5,0.272916,125,1401,2.486,google
14,30,42,48,1418,4,18.754773,34,30,2.715,google
8,30,42,48,1418,2,0.0,34,30,2.441,google
10,30,42,48,1418,2,0.0,34,30,3.908,google
6,30,42,48,1418,1,0.0,34,38,4.874,google
8,34,42,34,1418,1,0.0,30,30,102.587,google
8,1418,42,34,1418,1,0.0,30,1494,2.225,google
8,202,42,48,1430,2,0.0,34,202,1.364,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,2,0.0,0,0,0.0,google
9,30,42,30,48,4,5.801744,38,30,2.522,google
7,1402,37,328,49,3,0.387509,125,1402,2.43,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
7,1402,37,328,49,4,0.643758,125,1402,2.496,google
7,1402,37,328,49,4,0.634836,125,1402,2.46,google
8,30,42,48,1418,1,0.0,34,30,1.019,google
8,1418,50,56,1418,1,0.0,42,1875,93.005,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,15,1,0.0,0,0,0.0,google
6,30,42,30,48,3,28.268454,55,30,1.236,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,1,0,0,0,3,17.728451,0,0,10136.624,google
7,1403,37,328,49,4,1.160912,125,1403,2.366,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
7,1403,37,328,49,4,1.311888,125,1403,2.484,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
10,529,50,42,1430,3,49.357614,38,529,237.362,google
2,0,0,0,0,3,20.199921,0,0,0.0,google
6,1239,2657,1418,1418,5,18.044886,1418,1604,1.934,google
6,38,50,42,1430,2,0.0,38,38,1.196,google
10,934,42,34,1418,1,0.0,30,934,1.238,google
8,30,42,48,1418,1,0.0,34,30,113.741,google
1,0,0,0,1418,2,0.0,0,0,0.0,google
8,555,42,30,48,2,0.0,302,555,1.239,google
8,30,42,34,1418,3,2.929498,30,30,2.293,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
1,1,0,0,0,2,0.0,0,0,51111.395,google
2,0,0,15,138,1,0.0,123,0,0.0,google
1,0,0,0,1430,1,0.0,0,0,0.0,google
1,0,0,0,1430,1,0.0,0,0,0.0,google
1,0,0,0,1430,1,0.0,0,0,0.0,google
1,0,0,0,1430,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
6,53,69,389,1418,4,10.178047,0,53,1.593,google
7,475,69,389,1418,4,6.199766,0,53,1.828,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
29,1418,69,1413,1418,19,0.953428,1413,2149,1.626,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1615,2.22,google
92,510,50,56,1430,14,3.815555,42,510,1.297,google
11,46,38,42,1430,1,0.0,38,46,65.71,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
10,50,45,56,1418,1,0.0,42,50,7.275,google
14,825,1255,1430,1430,10,0.887975,1430,1357,1607.368,google
0,0,0,0,0,0,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1669,1.819,google
8,30,42,48,1418,2,0.0,34,30,2.538,google
8,1418,42,48,1418,1,0.0,34,1516,2.161,google
2,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,0,3,0.325861,0,0,0.0,google
1,0,0,0,0,3,0.276244,0,0,0.0,google
1,0,0,0,0,3,1.348774,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
27,1304,42,48,1418,2,0.0,34,1304,2.403,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,2.778,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
5,1,76,30,48,2,0.0,55,0,1.753,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,0,3,62.35051,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
4,1257,1257,10545,1418,4,43.242754,4397,0,1285.025,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
49,30,42,48,1418,11,7.339001,34,30,2.167,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
7,46,38,38,56,3,82.88446,60,46,186.426,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
6,53,69,75,600,4,9.45321,389,53,1.595,google
6,435,76,34,1418,1,0.0,30,38,2.825,google
8,34,42,48,1418,1,0.0,34,30,1.788,google
8,1418,42,48,1418,1,0.0,34,1685,1.202,google
1,0,0,0,0,2,0.0,0,0,0.0,google
10,1348,42,48,1348,1,0.0,34,1565,1.207,google
2,0,0,48,1348,1,0.0,34,0,0.0,google
8,30,42,34,1418,1,0.0,30,30,2.187,google
8,831,42,30,48,2,0.0,333,831,2.75,google
8,497,42,48,1418,1,0.0,34,497,1.517,google
8,210,50,56,1430,1,0.0,42,210,2.143,google
10,1418,42,48,1418,2,0.0,34,1876,2.11,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
10,368,50,56,1430,1,0.0,42,368,2.724,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,0,0,2,0.0,0,0,0.0,google
34,53,45,56,1418,2,0.0,42,50,151.449,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
15,1418,3029,371,1418,14,13.561202,1418,1430,18.591,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
8,1418,50,56,1418,1,0.0,42,1597,2.147,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,1308,893,3,80.361704,198,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
10,30,42,48,1418,2,0.0,34,30,19.791,google
5,0,719,1418,1418,2,0.0,1418,0,495.404,google
2,0,0,0,48,3,17.718857,0,0,0.0,google
3,0,0,1418,1418,2,0.0,1418,0,0.0,google
3,0,0,0,371,3,3.057293,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
5,947,1639,6137,1418,5,35.855449,20,0,908.928,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
40,50,45,56,1418,2,0.0,42,50,1.176,google
51,869,1059,1418,1418,9,21.751382,1418,869,942.431,google
8,30,42,48,1418,1,0.0,34,30,2.834,google
8,1396,42,48,1418,2,0.0,34,1396,2.146,google
8,1418,42,48,1418,1,0.0,34,1468,1.238,google
8,30,42,48,1418,1,0.0,34,30,1.31,google
309,46,911,38,56,2,0.0,274,46,17.917,google
2,0,0,0,343,4,2.855308,0,0,10.252,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
47,546,991,38,56,2,0.0,274,546,16.448,google
2,0,0,0,0,3,86.13807,0,0,0.0,google
3,0,0,0,1418,3,5.853676,0,0,3.394,google
8,1416,42,34,1418,1,0.0,30,1416,3.427,google
3,0,0,0,343,5,1.021993,0,0,0.0,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,2,0.0,0,0,0.0,google
8,1418,50,56,1418,1,0.0,42,1611,1.176,google
45,543,42,48,1406,10,6.182208,34,543,2.699,google
25,46,280,42,1430,6,1.461038,38,46,5.737,google
36,765,1599,371,1418,21,12.158817,838,766,335.609,google
0,0,0,0,0,2,0.0,0,0,0.0,google
7,30,42,48,1418,2,0.0,34,30,1.511,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
10,34,42,48,1418,1,0.0,34,30,423.881,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,34,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,1.598,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,0,0.0,0,0,0.0,google
6,656,2074,1413,1413,5,93.816165,1413,2991,3.592,google
8,30,42,48,1418,2,0.0,34,30,2.319,google
1,0,0,0,0,3,0.390439,0,0,0.0,google
3,0,0,0,1418,4,17.265519,0,0,2.913,google
245,50,45,56,1418,11,8.299982,42,50,1.316,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,1430,0,0,494,5,18.047647,0,0,45057.356,google
33,38,50,38,56,5,20.603513,46,38,3.042,google
8,1418,42,48,1418,1,0.0,34,1643,2.057,google
8,1418,42,48,1418,1,0.0,34,1715,2.142,google
8,38,50,56,1418,3,8.002852,42,38,2.097,google
8,1418,42,48,1418,1,0.0,34,1637,2.214,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,0,0,0,371,4,102.455416,0,0,22.895,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,34,1418,1,0.0,30,30,2.973,google
1,0,0,0,0,3,6.44332,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1674,1.214,google
8,1418,42,34,1418,1,0.0,30,1674,1.524,google
9,1418,37,272,49,3,0.853251,211,1714,2.485,google
8,1418,42,48,1418,1,0.0,34,1612,2.12,google
6,38,50,56,1430,1,0.0,42,38,2.167,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
6,30,42,48,1430,1,0.0,34,30,1.477,google
0,0,0,0,0,2,0.0,0,0,0.0,google
16,86,1397,498,517,15,96.576182,2311,2220,518.902,google
9,50,45,42,1418,2,0.0,38,50,2.188,google
8,1404,42,48,1418,1,0.0,34,1404,2.167,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
53,50,45,56,1418,2,0.0,42,50,1.204,google
3,0,0,0,1418,4,15.919805,0,0,2.636,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,538,1418,2,0.0,73513,0,0.0,google
3,0,0,0,198,5,71.762037,0,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1475,2.421,google
3,0,0,0,901,3,18.738875,0,0,25.471,google
1,0,0,0,0,3,51.645007,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,2,0.0,0,0,0.0,google
